"TIME","GEO","SIEC","PLANT_TEC","UNIT","Value"
"1998","Norway","Wind","Net maximum electrical capacity","Megawatt","5.000"
"1998","Montenegro","Wind","Net maximum electrical capacity","Megawatt",":"
"1998","North Macedonia","Wind","Net maximum electrical capacity","Megawatt",":"
"1998","Albania","Wind","Net maximum electrical capacity","Megawatt",":"
"1998","Serbia","Wind","Net maximum electrical capacity","Megawatt",":"
"1998","Turkey","Wind","Net maximum electrical capacity","Megawatt","9.000"
"1998","Bosnia and Herzegovina","Wind","Net maximum electrical capacity","Megawatt",":"
"1998","Kosovo (under United Nations Security Council Resolution 1244/99)","Wind","Net maximum electrical capacity","Megawatt",":"
"1998","Moldova","Wind","Net maximum electrical capacity","Megawatt",":"
"1998","Ukraine","Wind","Net maximum electrical capacity","Megawatt",":"
"1998","Georgia","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","European Union - 27 countries (from 2020)","Wind","Net maximum electrical capacity","Megawatt","8,701.645"
"1999","European Union - 28 countries (2013-2020)","Wind","Net maximum electrical capacity","Megawatt","9,058.645"
"1999","Euro area - 19 countries  (from 2015)","Wind","Net maximum electrical capacity","Megawatt","6,749.200"
"1999","Belgium","Wind","Net maximum electrical capacity","Megawatt","10.000"
"1999","Bulgaria","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Czechia","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Denmark","Wind","Net maximum electrical capacity","Megawatt","1,753.445"
"1999","Germany (until 1990 former territory of the FRG)","Wind","Net maximum electrical capacity","Megawatt","4,138.000"
"1999","Estonia","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Ireland","Wind","Net maximum electrical capacity","Megawatt","70.200"
"1999","Greece","Wind","Net maximum electrical capacity","Megawatt","109.000"
"1999","Spain","Wind","Net maximum electrical capacity","Megawatt","1,613.000"
"1999","France","Wind","Net maximum electrical capacity","Megawatt","18.000"
"1999","Croatia","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Italy","Wind","Net maximum electrical capacity","Megawatt","232.000"
"1999","Cyprus","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Latvia","Wind","Net maximum electrical capacity","Megawatt","1.000"
"1999","Lithuania","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Luxembourg","Wind","Net maximum electrical capacity","Megawatt","14.000"
"1999","Hungary","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Malta","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Netherlands","Wind","Net maximum electrical capacity","Megawatt","411.000"
"1999","Austria","Wind","Net maximum electrical capacity","Megawatt","38.000"
"1999","Poland","Wind","Net maximum electrical capacity","Megawatt","3.000"
"1999","Portugal","Wind","Net maximum electrical capacity","Megawatt","57.000"
"1999","Romania","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Slovenia","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Slovakia","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Finland","Wind","Net maximum electrical capacity","Megawatt","38.000"
"1999","Sweden","Wind","Net maximum electrical capacity","Megawatt","196.000"
"1999","United Kingdom","Wind","Net maximum electrical capacity","Megawatt","357.000"
"1999","Iceland","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Norway","Wind","Net maximum electrical capacity","Megawatt","14.000"
"1999","Montenegro","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","North Macedonia","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Albania","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Serbia","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Turkey","Wind","Net maximum electrical capacity","Megawatt","9.000"
"1999","Bosnia and Herzegovina","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Moldova","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Ukraine","Wind","Net maximum electrical capacity","Megawatt",":"
"1999","Georgia","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","European Union - 27 countries (from 2020)","Wind","Net maximum electrical capacity","Megawatt","12,297.515"
"2000","European Union - 28 countries (2013-2020)","Wind","Net maximum electrical capacity","Megawatt","12,709.515"
"2000","Euro area - 19 countries  (from 2015)","Wind","Net maximum electrical capacity","Megawatt","9,692.500"
"2000","Belgium","Wind","Net maximum electrical capacity","Megawatt","14.000"
"2000","Bulgaria","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Czechia","Wind","Net maximum electrical capacity","Megawatt","2.000"
"2000","Denmark","Wind","Net maximum electrical capacity","Megawatt","2,390.015"
"2000","Germany (until 1990 former territory of the FRG)","Wind","Net maximum electrical capacity","Megawatt","6,095.000"
"2000","Estonia","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Ireland","Wind","Net maximum electrical capacity","Megawatt","116.500"
"2000","Greece","Wind","Net maximum electrical capacity","Megawatt","226.000"
"2000","Spain","Wind","Net maximum electrical capacity","Megawatt","2,206.000"
"2000","France","Wind","Net maximum electrical capacity","Megawatt","38.000"
"2000","Croatia","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Italy","Wind","Net maximum electrical capacity","Megawatt","363.000"
"2000","Cyprus","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Latvia","Wind","Net maximum electrical capacity","Megawatt","2.000"
"2000","Lithuania","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Luxembourg","Wind","Net maximum electrical capacity","Megawatt","14.000"
"2000","Hungary","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Malta","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Netherlands","Wind","Net maximum electrical capacity","Megawatt","447.000"
"2000","Austria","Wind","Net maximum electrical capacity","Megawatt","50.000"
"2000","Poland","Wind","Net maximum electrical capacity","Megawatt","4.000"
"2000","Portugal","Wind","Net maximum electrical capacity","Megawatt","83.000"
"2000","Romania","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Slovenia","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Slovakia","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Finland","Wind","Net maximum electrical capacity","Megawatt","38.000"
"2000","Sweden","Wind","Net maximum electrical capacity","Megawatt","209.000"
"2000","United Kingdom","Wind","Net maximum electrical capacity","Megawatt","412.000"
"2000","Iceland","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Norway","Wind","Net maximum electrical capacity","Megawatt","13.000"
"2000","Montenegro","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","North Macedonia","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Albania","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Serbia","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Turkey","Wind","Net maximum electrical capacity","Megawatt","19.000"
"2000","Bosnia and Herzegovina","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Moldova","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Ukraine","Wind","Net maximum electrical capacity","Megawatt",":"
"2000","Georgia","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","European Union - 27 countries (from 2020)","Wind","Net maximum electrical capacity","Megawatt","16,844.953"
"2001","European Union - 28 countries (2013-2020)","Wind","Net maximum electrical capacity","Megawatt","17,337.953"
"2001","Euro area - 19 countries  (from 2015)","Wind","Net maximum electrical capacity","Megawatt","14,032.800"
"2001","Belgium","Wind","Net maximum electrical capacity","Megawatt","26.000"
"2001","Bulgaria","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Czechia","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Denmark","Wind","Net maximum electrical capacity","Megawatt","2,497.153"
"2001","Germany (until 1990 former territory of the FRG)","Wind","Net maximum electrical capacity","Megawatt","8,754.000"
"2001","Estonia","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Ireland","Wind","Net maximum electrical capacity","Megawatt","122.900"
"2001","Greece","Wind","Net maximum electrical capacity","Megawatt","270.000"
"2001","Spain","Wind","Net maximum electrical capacity","Megawatt","3,397.000"
"2001","France","Wind","Net maximum electrical capacity","Megawatt","66.000"
"2001","Croatia","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Italy","Wind","Net maximum electrical capacity","Megawatt","664.000"
"2001","Cyprus","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Latvia","Wind","Net maximum electrical capacity","Megawatt","2.000"
"2001","Lithuania","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Luxembourg","Wind","Net maximum electrical capacity","Megawatt","13.900"
"2001","Hungary","Wind","Net maximum electrical capacity","Megawatt","1.000"
"2001","Malta","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Netherlands","Wind","Net maximum electrical capacity","Megawatt","486.000"
"2001","Austria","Wind","Net maximum electrical capacity","Megawatt","67.000"
"2001","Poland","Wind","Net maximum electrical capacity","Megawatt","19.000"
"2001","Portugal","Wind","Net maximum electrical capacity","Megawatt","125.000"
"2001","Romania","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Slovenia","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Slovakia","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Finland","Wind","Net maximum electrical capacity","Megawatt","39.000"
"2001","Sweden","Wind","Net maximum electrical capacity","Megawatt","295.000"
"2001","United Kingdom","Wind","Net maximum electrical capacity","Megawatt","493.000"
"2001","Iceland","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Norway","Wind","Net maximum electrical capacity","Megawatt","13.000"
"2001","Montenegro","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","North Macedonia","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Albania","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Serbia","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Turkey","Wind","Net maximum electrical capacity","Megawatt","19.000"
"2001","Bosnia and Herzegovina","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Kosovo (under United Nations Security Council Resolution 1244/99)","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Moldova","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Ukraine","Wind","Net maximum electrical capacity","Megawatt",":"
"2001","Georgia","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","European Union - 27 countries (from 2020)","Wind","Net maximum electrical capacity","Megawatt","22,604.631"
"2002","European Union - 28 countries (2013-2020)","Wind","Net maximum electrical capacity","Megawatt","23,138.631"
"2002","Euro area - 19 countries  (from 2015)","Wind","Net maximum electrical capacity","Megawatt","19,313.700"
"2002","Belgium","Wind","Net maximum electrical capacity","Megawatt","31.000"
"2002","Bulgaria","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Czechia","Wind","Net maximum electrical capacity","Megawatt","6.400"
"2002","Denmark","Wind","Net maximum electrical capacity","Megawatt","2,894.531"
"2002","Germany (until 1990 former territory of the FRG)","Wind","Net maximum electrical capacity","Megawatt","12,001.000"
"2002","Estonia","Wind","Net maximum electrical capacity","Megawatt","1.000"
"2002","Ireland","Wind","Net maximum electrical capacity","Megawatt","134.800"
"2002","Greece","Wind","Net maximum electrical capacity","Megawatt","287.000"
"2002","Spain","Wind","Net maximum electrical capacity","Megawatt","4,891.000"
"2002","France","Wind","Net maximum electrical capacity","Megawatt","138.000"
"2002","Croatia","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Italy","Wind","Net maximum electrical capacity","Megawatt","780.000"
"2002","Cyprus","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Latvia","Wind","Net maximum electrical capacity","Megawatt","22.000"
"2002","Lithuania","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Luxembourg","Wind","Net maximum electrical capacity","Megawatt","13.900"
"2002","Hungary","Wind","Net maximum electrical capacity","Megawatt","1.000"
"2002","Malta","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Netherlands","Wind","Net maximum electrical capacity","Megawatt","672.000"
"2002","Austria","Wind","Net maximum electrical capacity","Megawatt","109.000"
"2002","Poland","Wind","Net maximum electrical capacity","Megawatt","32.000"
"2002","Portugal","Wind","Net maximum electrical capacity","Megawatt","190.000"
"2002","Romania","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Slovenia","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Slovakia","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Finland","Wind","Net maximum electrical capacity","Megawatt","43.000"
"2002","Sweden","Wind","Net maximum electrical capacity","Megawatt","357.000"
"2002","United Kingdom","Wind","Net maximum electrical capacity","Megawatt","534.000"
"2002","Iceland","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Norway","Wind","Net maximum electrical capacity","Megawatt","97.000"
"2002","Montenegro","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","North Macedonia","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Albania","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Serbia","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Turkey","Wind","Net maximum electrical capacity","Megawatt","19.000"
"2002","Bosnia and Herzegovina","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Moldova","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Ukraine","Wind","Net maximum electrical capacity","Megawatt",":"
"2002","Georgia","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","European Union - 27 countries (from 2020)","Wind","Net maximum electrical capacity","Megawatt","27,251.316"
"2003","European Union - 28 countries (2013-2020)","Wind","Net maximum electrical capacity","Megawatt","27,993.316"
"2003","Euro area - 19 countries  (from 2015)","Wind","Net maximum electrical capacity","Megawatt","23,665.800"
"2003","Belgium","Wind","Net maximum electrical capacity","Megawatt","67.000"
"2003","Bulgaria","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Czechia","Wind","Net maximum electrical capacity","Megawatt","10.600"
"2003","Denmark","Wind","Net maximum electrical capacity","Megawatt","3,119.916"
"2003","Germany (until 1990 former territory of the FRG)","Wind","Net maximum electrical capacity","Megawatt","14,381.000"
"2003","Estonia","Wind","Net maximum electrical capacity","Megawatt","3.000"
"2003","Ireland","Wind","Net maximum electrical capacity","Megawatt","210.300"
"2003","Greece","Wind","Net maximum electrical capacity","Megawatt","371.000"
"2003","Spain","Wind","Net maximum electrical capacity","Megawatt","5,945.000"
"2003","France","Wind","Net maximum electrical capacity","Megawatt","218.000"
"2003","Croatia","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Italy","Wind","Net maximum electrical capacity","Megawatt","874.000"
"2003","Cyprus","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Latvia","Wind","Net maximum electrical capacity","Megawatt","26.000"
"2003","Lithuania","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Luxembourg","Wind","Net maximum electrical capacity","Megawatt","20.500"
"2003","Hungary","Wind","Net maximum electrical capacity","Megawatt","3.000"
"2003","Malta","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Netherlands","Wind","Net maximum electrical capacity","Megawatt","905.000"
"2003","Austria","Wind","Net maximum electrical capacity","Megawatt","322.000"
"2003","Poland","Wind","Net maximum electrical capacity","Megawatt","35.000"
"2003","Portugal","Wind","Net maximum electrical capacity","Megawatt","268.000"
"2003","Romania","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Slovenia","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Slovakia","Wind","Net maximum electrical capacity","Megawatt","3.000"
"2003","Finland","Wind","Net maximum electrical capacity","Megawatt","52.000"
"2003","Sweden","Wind","Net maximum electrical capacity","Megawatt","417.000"
"2003","United Kingdom","Wind","Net maximum electrical capacity","Megawatt","742.000"
"2003","Iceland","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Norway","Wind","Net maximum electrical capacity","Megawatt","97.000"
"2003","Montenegro","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","North Macedonia","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Albania","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Serbia","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Turkey","Wind","Net maximum electrical capacity","Megawatt","19.000"
"2003","Bosnia and Herzegovina","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Moldova","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Ukraine","Wind","Net maximum electrical capacity","Megawatt",":"
"2003","Georgia","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","European Union - 27 countries (from 2020)","Wind","Net maximum electrical capacity","Megawatt","33,145.737"
"2004","European Union - 28 countries (2013-2020)","Wind","Net maximum electrical capacity","Megawatt","34,078.737"
"2004","Euro area - 19 countries  (from 2015)","Wind","Net maximum electrical capacity","Megawatt","29,486.525"
"2004","Belgium","Wind","Net maximum electrical capacity","Megawatt","96.000"
"2004","Bulgaria","Wind","Net maximum electrical capacity","Megawatt","1.000"
"2004","Czechia","Wind","Net maximum electrical capacity","Megawatt","16.500"
"2004","Denmark","Wind","Net maximum electrical capacity","Megawatt","3,123.712"
"2004","Germany (until 1990 former territory of the FRG)","Wind","Net maximum electrical capacity","Megawatt","16,419.000"
"2004","Estonia","Wind","Net maximum electrical capacity","Megawatt","7.000"
"2004","Ireland","Wind","Net maximum electrical capacity","Megawatt","336.400"
"2004","Greece","Wind","Net maximum electrical capacity","Megawatt","470.000"
"2004","Spain","Wind","Net maximum electrical capacity","Megawatt","8,317.000"
"2004","France","Wind","Net maximum electrical capacity","Megawatt","358.000"
"2004","Croatia","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","Italy","Wind","Net maximum electrical capacity","Megawatt","1,127.000"
"2004","Cyprus","Wind","Net maximum electrical capacity","Megawatt","0.225"
"2004","Latvia","Wind","Net maximum electrical capacity","Megawatt","26.000"
"2004","Lithuania","Wind","Net maximum electrical capacity","Megawatt","1.000"
"2004","Luxembourg","Wind","Net maximum electrical capacity","Megawatt","34.900"
"2004","Hungary","Wind","Net maximum electrical capacity","Megawatt","3.000"
"2004","Malta","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","Netherlands","Wind","Net maximum electrical capacity","Megawatt","1,075.000"
"2004","Austria","Wind","Net maximum electrical capacity","Megawatt","581.000"
"2004","Poland","Wind","Net maximum electrical capacity","Megawatt","40.000"
"2004","Portugal","Wind","Net maximum electrical capacity","Megawatt","553.000"
"2004","Romania","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","Slovenia","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","Slovakia","Wind","Net maximum electrical capacity","Megawatt","3.000"
"2004","Finland","Wind","Net maximum electrical capacity","Megawatt","82.000"
"2004","Sweden","Wind","Net maximum electrical capacity","Megawatt","475.000"
"2004","United Kingdom","Wind","Net maximum electrical capacity","Megawatt","933.000"
"2004","Iceland","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","Norway","Wind","Net maximum electrical capacity","Megawatt","152.000"
"2004","Montenegro","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","North Macedonia","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","Albania","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","Serbia","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","Turkey","Wind","Net maximum electrical capacity","Megawatt","19.000"
"2004","Bosnia and Herzegovina","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","Moldova","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","Ukraine","Wind","Net maximum electrical capacity","Megawatt",":"
"2004","Georgia","Wind","Net maximum electrical capacity","Megawatt",":"
"2005","European Union - 27 countries (from 2020)","Wind","Net maximum electrical capacity","Megawatt","38,760.480"
"2005","European Union - 28 countries (2013-2020)","Wind","Net maximum electrical capacity","Megawatt","40,325.480"
"2005","Euro area - 19 countries  (from 2015)","Wind","Net maximum electrical capacity","Megawatt","34,935.644"
"2005","Belgium","Wind","Net maximum electrical capacity","Megawatt","167.000"
"2005","Bulgaria","Wind","Net maximum electrical capacity","Megawatt","8.000"
"2005","Czechia","Wind","Net maximum electrical capacity","Megawatt","22.000"
"2005","Denmark","Wind","Net maximum electrical capacity","Megawatt","3,127.836"
"2005","Germany (until 1990 former territory of the FRG)","Wind","Net maximum electrical capacity","Megawatt","18,248.000"
"2005","Estonia","Wind","Net maximum electrical capacity","Megawatt","31.000"
"2005","Ireland","Wind","Net maximum electrical capacity","Megawatt","493.300"
"2005","Greece","Wind","Net maximum electrical capacity","Megawatt","491.000"
"2005","Spain","Wind","Net maximum electrical capacity","Megawatt","9,918.000"
"2005","France","Wind","Net maximum electrical capacity","Megawatt","690.000"
"2005","Croatia","Wind","Net maximum electrical capacity","Megawatt","6.000"
"2005","Italy","Wind","Net maximum electrical capacity","Megawatt","1,635.000"
"2005","Cyprus","Wind","Net maximum electrical capacity","Megawatt","0.225"
"2005","Latvia","Wind","Net maximum electrical capacity","Megawatt","26.000"
"2005","Lithuania","Wind","Net maximum electrical capacity","Megawatt","1.000"
"2005","Luxembourg","Wind","Net maximum electrical capacity","Megawatt","34.900"
"2005","Hungary","Wind","Net maximum electrical capacity","Megawatt","17.000"
"2005","Malta","Wind","Net maximum electrical capacity","Megawatt",":"
"2005","Netherlands","Wind","Net maximum electrical capacity","Megawatt","1,224.000"
"2005","Austria","Wind","Net maximum electrical capacity","Megawatt","825.219"
"2005","Poland","Wind","Net maximum electrical capacity","Megawatt","121.000"
"2005","Portugal","Wind","Net maximum electrical capacity","Megawatt","1,064.000"
"2005","Romania","Wind","Net maximum electrical capacity","Megawatt","1.000"
"2005","Slovenia","Wind","Net maximum electrical capacity","Megawatt",":"
"2005","Slovakia","Wind","Net maximum electrical capacity","Megawatt","5.000"
"2005","Finland","Wind","Net maximum electrical capacity","Megawatt","82.000"
"2005","Sweden","Wind","Net maximum electrical capacity","Megawatt","522.000"
"2005","United Kingdom","Wind","Net maximum electrical capacity","Megawatt","1,565.000"
"2005","Iceland","Wind","Net maximum electrical capacity","Megawatt",":"
"2005","Norway","Wind","Net maximum electrical capacity","Megawatt","265.000"
"2005","Montenegro","Wind","Net maximum electrical capacity","Megawatt",":"
"2005","North Macedonia","Wind","Net maximum electrical capacity","Megawatt",":"
"2005","Albania","Wind","Net maximum electrical capacity","Megawatt",":"
"2005","Serbia","Wind","Net maximum electrical capacity","Megawatt",":"
"2005","Turkey","Wind","Net maximum electrical capacity","Megawatt","21.000"
"2005","Bosnia and Herzegovina","Wind","Net maximum electrical capacity","Megawatt",":"
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Wind","Net maximum electrical capacity","Megawatt",":"
"2005","Moldova","Wind","Net maximum electrical capacity","Megawatt",":"
"2005","Ukraine","Wind","Net maximum electrical capacity","Megawatt","65.000"
"2005","Georgia","Wind","Net maximum electrical capacity","Megawatt",":"
"2006","European Union - 27 countries (from 2020)","Wind","Net maximum electrical capacity","Megawatt","45,586.090"
"2006","European Union - 28 countries (2013-2020)","Wind","Net maximum electrical capacity","Megawatt","47,541.090"
"2006","Euro area - 19 countries  (from 2015)","Wind","Net maximum electrical capacity","Megawatt","41,571.894"
"2006","Belgium","Wind","Net maximum electrical capacity","Megawatt","212.000"
"2006","Bulgaria","Wind","Net maximum electrical capacity","Megawatt","27.000"
"2006","Czechia","Wind","Net maximum electrical capacity","Megawatt","43.500"
"2006","Denmark","Wind","Net maximum electrical capacity","Megawatt","3,135.696"
"2006","Germany (until 1990 former territory of the FRG)","Wind","Net maximum electrical capacity","Megawatt","20,474.000"
"2006","Estonia","Wind","Net maximum electrical capacity","Megawatt","31.000"
"2006","Ireland","Wind","Net maximum electrical capacity","Megawatt","676.500"
"2006","Greece","Wind","Net maximum electrical capacity","Megawatt","749.000"
"2006","Spain","Wind","Net maximum electrical capacity","Megawatt","11,722.000"
"2006","France","Wind","Net maximum electrical capacity","Megawatt","1,412.000"
"2006","Croatia","Wind","Net maximum electrical capacity","Megawatt","17.000"
"2006","Italy","Wind","Net maximum electrical capacity","Megawatt","1,902.000"
"2006","Cyprus","Wind","Net maximum electrical capacity","Megawatt","0.225"
"2006","Latvia","Wind","Net maximum electrical capacity","Megawatt","26.000"
"2006","Lithuania","Wind","Net maximum electrical capacity","Megawatt","31.000"
"2006","Luxembourg","Wind","Net maximum electrical capacity","Megawatt","34.900"
"2006","Hungary","Wind","Net maximum electrical capacity","Megawatt","33.000"
"2006","Malta","Wind","Net maximum electrical capacity","Megawatt",":"
"2006","Netherlands","Wind","Net maximum electrical capacity","Megawatt","1,561.000"
"2006","Austria","Wind","Net maximum electrical capacity","Megawatt","968.269"
"2006","Poland","Wind","Net maximum electrical capacity","Megawatt","172.000"
"2006","Portugal","Wind","Net maximum electrical capacity","Megawatt","1,681.000"
"2006","Romania","Wind","Net maximum electrical capacity","Megawatt","1.000"
"2006","Slovenia","Wind","Net maximum electrical capacity","Megawatt",":"
"2006","Slovakia","Wind","Net maximum electrical capacity","Megawatt","5.000"
"2006","Finland","Wind","Net maximum electrical capacity","Megawatt","86.000"
"2006","Sweden","Wind","Net maximum electrical capacity","Megawatt","585.000"
"2006","United Kingdom","Wind","Net maximum electrical capacity","Megawatt","1,955.000"
"2006","Iceland","Wind","Net maximum electrical capacity","Megawatt",":"
"2006","Norway","Wind","Net maximum electrical capacity","Megawatt","284.000"
"2006","Montenegro","Wind","Net maximum electrical capacity","Megawatt",":"
"2006","North Macedonia","Wind","Net maximum electrical capacity","Megawatt",":"
"2006","Albania","Wind","Net maximum electrical capacity","Megawatt",":"
"2006","Serbia","Wind","Net maximum electrical capacity","Megawatt",":"
"2006","Turkey","Wind","Net maximum electrical capacity","Megawatt","59.000"
"2006","Bosnia and Herzegovina","Wind","Net maximum electrical capacity","Megawatt",":"
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Wind","Net maximum electrical capacity","Megawatt",":"
"2006","Moldova","Wind","Net maximum electrical capacity","Megawatt",":"
"2006","Ukraine","Wind","Net maximum electrical capacity","Megawatt","82.000"
"2006","Georgia","Wind","Net maximum electrical capacity","Megawatt",":"
"2007","European Union - 27 countries (from 2020)","Wind","Net maximum electrical capacity","Megawatt","53,415.798"
"2007","European Union - 28 countries (2013-2020)","Wind","Net maximum electrical capacity","Megawatt","55,892.798"
"2007","Euro area - 19 countries  (from 2015)","Wind","Net maximum electrical capacity","Megawatt","48,937.784"
"2007","Belgium","Wind","Net maximum electrical capacity","Megawatt","276.000"
"2007","Bulgaria","Wind","Net maximum electrical capacity","Megawatt","30.000"
"2007","Czechia","Wind","Net maximum electrical capacity","Megawatt","113.800"
"2007","Denmark","Wind","Net maximum electrical capacity","Megawatt","3,124.214"
"2007","Germany (until 1990 former territory of the FRG)","Wind","Net maximum electrical capacity","Megawatt","22,116.000"
"2007","Estonia","Wind","Net maximum electrical capacity","Megawatt","50.000"
"2007","Ireland","Wind","Net maximum electrical capacity","Megawatt","740.500"
"2007","Greece","Wind","Net maximum electrical capacity","Megawatt","846.000"
"2007","Spain","Wind","Net maximum electrical capacity","Megawatt","14,820.000"
"2007","France","Wind","Net maximum electrical capacity","Megawatt","2,223.000"
"2007","Croatia","Wind","Net maximum electrical capacity","Megawatt","17.000"
"2007","Italy","Wind","Net maximum electrical capacity","Megawatt","2,702.000"
"2007","Cyprus","Wind","Net maximum electrical capacity","Megawatt","0.225"
